fight_link,date,location,method,round,time,time_format,referee,details,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,kd_1,kd_2,sig_str_1,sig_str_2,total_str_1,total_str_2,sig_str_landed_1,sig_str_attempted_1,total_str_landed_1,total_str_attempted_1,sig_str_landed_2,sig_str_attempted_2,total_str_landed_2,total_str_attempted_2,sig_str_accuracy_1,total_str_accuracy_1,sig_str_accuracy_2,total_str_accuracy_2,winner,fight_time_seconds,total_fight_time_seconds,outcome_category,fighter_1_won,fighter_2_won,sig_strike_diff,total_strike_diff,kd_1_jitter,kd_2_jitter,year,total_fight_time_minutes,country
http://ufcstats.com/fight-details/e5a9f75b1117d848,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",KO/TKO,1,4:15,3 Rnd (5-5-5),Herb Dean,Knee to Head At Distance,Roman Dolidze,Khadis Ibragimov,,,W,L,1,0,19 of 22,4 of 14,19 of 22,10 of 20,19,22,19,22,4,14,10,20,0.8636363636363636,0.8636363636363636,0.2857142857142857,0.5,Roman Dolidze,255,255,KO/TKO,1,0,15,9,1.0398978876245304,-0.027790347140706096,2020,4.25,United Arab Emirates
http://ufcstats.com/fight-details/4dc5039b21013b3a,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Submission,1,4:48,5 Rnd (5-5-5-5-5),Marc Goddard,Rear Naked Choke,Deiveson Figueiredo,Joseph Benavidez,"""Deus da Guerra""",,W,L,2,0,35 of 40,18 of 28,40 of 45,22 of 33,35,40,40,45,18,28,22,33,0.875,0.8888888888888888,0.6428571428571429,0.6666666666666666,Deiveson Figueiredo,288,288,Submission,1,0,17,18,1.9351468933125966,0.04482213671105116,2020,4.8,United Arab Emirates
http://ufcstats.com/fight-details/0e8d5c16eb9cb1cf,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,Raulian Paiva,Zhalgas Zhumagulov,,,W,L,0,0,52 of 121,66 of 119,56 of 125,73 of 126,52,121,56,125,66,119,73,126,0.4297520661157025,0.448,0.5546218487394958,0.5793650793650794,Raulian Paiva,300,900,Decision,1,0,-14,-17,-0.05221703097682735,-0.05862091474434975,2020,15.0,United Arab Emirates
http://ufcstats.com/fight-details/159646a9d2ae8ea5,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Submission,1,3:15,3 Rnd (5-5-5),Leon Roberts,Anaconda Choke On Ground,Makwan Amirkhani,Danny Henry,"""Mr. Finland""","""The Hatchet""",W,L,0,0,2 of 6,6 of 16,2 of 6,6 of 16,2,6,2,6,6,16,6,16,0.3333333333333333,0.3333333333333333,0.375,0.375,Makwan Amirkhani,195,195,Submission,1,0,-4,-4,0.014026216429833059,0.040459298525302334,2020,3.25,United Arab Emirates
http://ufcstats.com/fight-details/08e48648e3504638,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,,Karol Rosa,Vanessa Melo,,,W,L,0,0,120 of 228,45 of 135,177 of 289,78 of 168,120,228,177,289,45,135,78,168,0.5263157894736842,0.6124567474048442,0.3333333333333333,0.4642857142857143,Karol Rosa,300,900,Decision,1,0,75,99,-0.004060123064588202,-0.030150041631506187,2020,15.0,United Arab Emirates
http://ufcstats.com/fight-details/137646de0ffd9c35,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Marcin Tybura,Maxim Grishin,"""Tybur""","""Maximus""",W,L,0,0,24 of 52,18 of 32,70 of 119,54 of 71,24,52,70,119,18,32,54,71,0.4615384615384615,0.5882352941176471,0.5625,0.7605633802816901,Marcin Tybura,300,900,Decision,1,0,6,16,0.08941687335401777,-0.06690477294923425,2020,15.0,United Arab Emirates
http://ufcstats.com/fight-details/ce7cd2ec773bea7f,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,Elizeu Zaleski dos Santos,Muslim Salikhov,"""Capoeira""","""King of Kung Fu""",L,W,0,0,46 of 138,40 of 88,46 of 138,40 of 88,46,138,46,138,40,88,40,88,0.3333333333333333,0.3333333333333333,0.4545454545454545,0.4545454545454545,Muslim Salikhov,300,900,Decision,0,1,6,6,0.01595886549888871,0.01368056602592655,2020,15.0,United Arab Emirates
http://ufcstats.com/fight-details/5d6fb4acfe5cc8a1,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",KO/TKO,3,2:38,3 Rnd (5-5-5),Rich Mitchell,Punch to Head At Distance,Martin Day,Davey Grant,"""The Spartan""","""Dangerous""",L,W,1,1,62 of 160,74 of 177,69 of 168,87 of 191,62,160,69,168,74,177,87,191,0.3875,0.4107142857142857,0.4180790960451977,0.4554973821989528,Davey Grant,158,758,KO/TKO,0,1,-12,-18,1.0804869311010994,1.011995606942719,2020,12.633333333333333,United Arab Emirates
http://ufcstats.com/fight-details/e16f42a666e163d8,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Decision - Split,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,,Jessica Andrade,Rose Namajunas,"""Bate Estaca""","""Thug""",L,W,0,0,71 of 205,82 of 235,79 of 213,82 of 235,71,205,79,213,82,235,82,235,0.3463414634146341,0.3708920187793427,0.3489361702127659,0.3489361702127659,Rose Namajunas,300,900,Decision,0,1,-11,-3,-0.08194781668984032,-0.016804187323360004,2020,15.0,United Arab Emirates
http://ufcstats.com/fight-details/cd8cdb539deaa47f,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",KO/TKO,2,0:49,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,Volkan Oezdemir,Jiri Prochazka,"""No Time""",,L,W,0,1,41 of 92,33 of 73,44 of 95,33 of 73,41,92,44,95,33,73,33,73,0.4456521739130434,0.4631578947368421,0.4520547945205479,0.4520547945205479,Jiri Prochazka,49,349,KO/TKO,0,1,8,11,0.055841807621274525,1.0420423277309747,2020,5.816666666666666,United Arab Emirates
http://ufcstats.com/fight-details/7c76c752c7abf2e0,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,Leonardo Santos,Roman Bogatov,,,W,L,0,0,66 of 119,50 of 117,116 of 181,81 of 155,66,119,116,181,50,117,81,155,0.5546218487394958,0.6408839779005525,0.4273504273504273,0.5225806451612903,Leonardo Santos,300,900,Decision,1,0,16,35,-0.018803481551029597,0.023323760416126566,2020,15.0,United Arab Emirates
http://ufcstats.com/fight-details/94b1596c6ff9a25d,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,Alexander Volkanovski,Max Holloway,"""The Great""","""Blessed""",W,L,0,0,137 of 272,102 of 268,139 of 275,111 of 277,137,272,139,275,102,268,111,277,0.5036764705882353,0.5054545454545455,0.3805970149253731,0.4007220216606498,Alexander Volkanovski,300,1500,Decision,1,0,35,28,0.08126029702540206,0.016188132439666436,2020,25.0,United Arab Emirates
http://ufcstats.com/fight-details/d292243c6499b2fe,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,,Kamaru Usman,Jorge Masvidal,"""The Nigerian Nightmare""","""Gamebred""",W,L,0,0,94 of 151,66 of 125,263 of 341,88 of 157,94,151,263,341,66,125,88,157,0.6225165562913907,0.7712609970674487,0.528,0.5605095541401274,Kamaru Usman,300,1500,Decision,1,0,28,175,0.044211956999303074,-0.022620646069758693,2020,25.0,United Arab Emirates
http://ufcstats.com/fight-details/0f9be7ac405772f8,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",KO/TKO,5,3:24,5 Rnd (5-5-5-5-5),Leon Roberts,Punches to Head On Ground,Petr Yan,Jose Aldo,"""No Mercy""",,W,L,1,0,194 of 309,83 of 157,258 of 376,83 of 157,194,309,258,376,83,157,83,157,0.627831715210356,0.6861702127659575,0.5286624203821656,0.5286624203821656,Petr Yan,204,1404,KO/TKO,1,0,111,175,1.0639965637491529,0.12367403055240851,2020,23.4,United Arab Emirates
http://ufcstats.com/fight-details/6e0c1faaf40caf9a,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Submission,1,2:21,3 Rnd (5-5-5),Rich Mitchell,Armbar From Back Control,Amanda Ribas,Paige VanZant,,"""12 Gauge""",W,L,0,0,6 of 7,3 of 5,13 of 15,4 of 6,6,7,13,15,3,5,4,6,0.8571428571428571,0.8666666666666667,0.6,0.6666666666666666,Amanda Ribas,141,141,Submission,1,0,3,9,0.045555869965082776,0.04533597751757422,2020,2.35,United Arab Emirates
http://ufcstats.com/fight-details/8a8fea2c10512434,2020-06-27,"Las Vegas, Nevada, USA",Submission,3,2:44,3 Rnd (5-5-5),Keith Peterson,D'Arce Choke On Ground,Sean Woodson,Julian Erosa,"""The Sniper""","""Juicy J""",L,W,1,0,106 of 219,103 of 206,116 of 230,107 of 210,106,219,116,230,103,206,107,210,0.4840182648401826,0.5043478260869565,0.5,0.5095238095238095,Julian Erosa,164,764,Submission,0,1,3,9,0.9746138506528415,-0.010725810574542747,2020,12.733333333333333,USA
http://ufcstats.com/fight-details/1b8d366ac0f110f3,2020-06-27,"Las Vegas, Nevada, USA",Submission,3,2:26,3 Rnd (5-5-5),Keith Peterson,Armbar On Ground,Kay Hansen,Jinh Yu Frey,,,W,L,0,0,31 of 55,26 of 46,43 of 67,27 of 48,31,55,43,67,26,46,27,48,0.5636363636363636,0.6417910447761194,0.5652173913043478,0.5625,Kay Hansen,146,746,Submission,1,0,5,16,-0.030958858528189626,-0.026309940069535628,2020,12.433333333333334,USA
http://ufcstats.com/fight-details/75570ea2da94a4fb,2020-06-27,"Las Vegas, Nevada, USA",KO/TKO,1,2:41,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Philipe Lins,Tanner Boser,"""Monstro""","""The Bulldozer""",L,W,0,1,6 of 17,15 of 22,6 of 17,15 of 22,6,17,6,17,15,22,15,22,0.3529411764705882,0.3529411764705882,0.6818181818181818,0.6818181818181818,Tanner Boser,161,161,KO/TKO,0,1,-9,-9,-0.060233995565019884,0.8795946727776602,2020,2.683333333333333,USA
http://ufcstats.com/fight-details/0f369d09416b9e34,2020-06-27,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Jordan Griffin,Youssef Zalal,"""Native Psycho""","""The Moroccan Devil""",L,W,0,0,28 of 69,59 of 112,33 of 74,70 of 123,28,69,33,74,59,112,70,123,0.4057971014492754,0.4459459459459459,0.5267857142857143,0.5691056910569106,Youssef Zalal,300,900,Decision,0,1,-31,-37,-0.05961932052822658,0.01294240544013606,2020,15.0,USA
http://ufcstats.com/fight-details/9025e3c6b6d71253,2020-06-27,"Las Vegas, Nevada, USA",Submission,3,2:53,3 Rnd (5-5-5),Mark Smith,Guillotine Choke On Ground,Luis Pena,Khama Worthy,"""Violent Bob Ross""","""The Death Star""",L,W,0,0,38 of 77,55 of 101,40 of 79,66 of 114,38,77,40,79,55,101,66,114,0.4935064935064935,0.5063291139240507,0.5445544554455446,0.5789473684210527,Khama Worthy,173,773,Submission,0,1,-17,-26,-0.02755246819292579,-0.03987390119094977,2020,12.883333333333333,USA
http://ufcstats.com/fight-details/67ed3ad521ef619c,2020-06-27,"Las Vegas, Nevada, USA",KO/TKO,1,0:48,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground,Takashi Sato,Jason Witt,"""Ten""","""The Vanilla Gorilla""",W,L,1,0,18 of 21,2 of 5,18 of 21,2 of 5,18,21,18,21,2,5,2,5,0.8571428571428571,0.8571428571428571,0.4,0.4,Takashi Sato,48,48,KO/TKO,1,0,16,16,1.0614677494885736,0.03957391203493835,2020,0.8,USA
http://ufcstats.com/fight-details/cfd47fddbb705f26,2020-06-27,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,Brendan Allen,Kyle Daukaus,"""All In""",,W,L,1,0,41 of 66,34 of 58,79 of 109,92 of 127,41,66,79,109,34,58,92,127,0.6212121212121212,0.7247706422018348,0.5862068965517241,0.7244094488188977,Brendan Allen,300,900,Decision,1,0,7,-13,1.1178570026173014,0.0734338319860603,2020,15.0,USA
http://ufcstats.com/fight-details/088b47d890b389e9,2020-06-20,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,Roxanne Modafferi,Lauren Murphy,"""The Happy Warrior""","""Lucky""",L,W,0,0,44 of 174,72 of 158,71 of 206,92 of 178,44,174,71,206,72,158,92,178,0.2528735632183908,0.3446601941747573,0.4556962025316455,0.5168539325842697,Lauren Murphy,300,900,Decision,0,1,-28,-21,0.004026149346181164,-0.12790474467348653,2020,15.0,USA
http://ufcstats.com/fight-details/f2d9814936a6eb35,2020-06-27,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,,Mike Perry,Mickey Gall,"""Platinum""",,W,L,1,0,76 of 131,55 of 106,103 of 158,59 of 111,76,131,103,158,55,106,59,111,0.5801526717557252,0.6518987341772152,0.5188679245283019,0.5315315315315315,Mike Perry,300,900,Decision,1,0,21,44,1.035952060798293,0.013486065134934952,2020,15.0,USA
http://ufcstats.com/fight-details/f8dd1e75978a3957,2020-06-27,"Las Vegas, Nevada, USA",Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,Dustin Poirier,Dan Hooker,"""The Diamond""","""The Hangman""",W,L,0,0,153 of 231,155 of 253,208 of 289,182 of 283,153,231,208,289,155,253,182,283,0.6623376623376623,0.7197231833910035,0.6126482213438735,0.6431095406360424,Dustin Poirier,300,1500,Decision,1,0,-2,26,-0.015766150591488105,-0.009605878333622073,2020,25.0,USA
http://ufcstats.com/fight-details/9ce56acac775d386,2020-06-27,"Las Vegas, Nevada, USA",Submission,3,3:44,3 Rnd (5-5-5),Mark Smith,Arm Triangle From Bottom Half Guard,Gian Villante,Maurice Greene,,"""The Crochet Boss""",L,W,1,0,72 of 105,63 of 137,91 of 126,64 of 139,72,105,91,126,63,137,64,139,0.6857142857142857,0.7222222222222222,0.4598540145985401,0.460431654676259,Maurice Greene,224,824,Submission,0,1,9,27,1.0386262872273768,0.003832756987332684,2020,13.733333333333333,USA
http://ufcstats.com/fight-details/7f0175f71481b63d,2020-06-20,"Las Vegas, Nevada, USA",KO/TKO,1,0:41,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Frank Camacho,Justin Jaynes,"""The Crank""","""The Guitar Hero""",L,W,0,1,4 of 15,16 of 30,4 of 15,16 of 30,4,15,4,15,16,30,16,30,0.2666666666666666,0.2666666666666666,0.5333333333333333,0.5333333333333333,Justin Jaynes,41,41,KO/TKO,0,1,-12,-12,-0.09514748719350333,1.0167655055067184,2020,0.6833333333333333,USA
http://ufcstats.com/fight-details/90715135a543b6e3,2020-06-20,"Las Vegas, Nevada, USA",Submission,3,4:36,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke,Cortney Casey,Gillian Robertson,"""Cast Iron""","""The Savage""",L,W,0,0,22 of 55,21 of 50,113 of 153,41 of 72,22,55,113,153,21,50,41,72,0.4,0.738562091503268,0.42,0.5694444444444444,Gillian Robertson,276,876,Submission,0,1,1,72,-0.0350960976229088,0.07758393887966712,2020,14.6,USA
http://ufcstats.com/fight-details/d851cbbbdfd05a49,2020-06-20,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,,Clay Guida,King Green,"""The Carpenter""",,L,W,0,0,23 of 65,85 of 150,27 of 69,90 of 158,23,65,27,69,85,150,90,158,0.3538461538461538,0.391304347826087,0.5666666666666667,0.569620253164557,King Green,300,900,Decision,0,1,-62,-63,-0.017132541021092625,-0.03115879846794839,2020,15.0,USA
http://ufcstats.com/fight-details/d333a6c34ff16397,2020-06-20,"Las Vegas, Nevada, USA",TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Mark Smith,,Austin Hubbard,Max Rohskopf,"""Thud""","""Rated R""",W,L,0,0,58 of 101,17 of 54,59 of 102,17 of 55,58,101,59,102,17,54,17,55,0.5742574257425742,0.5784313725490197,0.3148148148148148,0.3090909090909091,Austin Hubbard,300,600,KO/TKO,1,0,41,42,-0.08903756934228499,0.08615324630252547,2020,10.0,USA
http://ufcstats.com/fight-details/0c3622569cd8062a,2020-06-20,"Las Vegas, Nevada, USA",Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,Curtis Blaydes,Alexander Volkov,"""Razor""","""Drago""",W,L,0,0,69 of 99,31 of 77,116 of 163,127 of 177,69,99,116,163,31,77,127,177,0.696969696969697,0.7116564417177914,0.4025974025974026,0.7175141242937854,Curtis Blaydes,300,1500,Decision,1,0,38,-11,-0.001987129308297898,-0.04404242204990517,2020,25.0,USA
http://ufcstats.com/fight-details/1adee75d6c671cc8,2020-06-20,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,Tecia Pennington,Brianna Fortino,"""Tiny Tornado""","""The Bull""",W,L,0,0,74 of 160,34 of 68,111 of 199,37 of 71,74,160,111,199,34,68,37,71,0.4625,0.5577889447236181,0.5,0.5211267605633803,Tecia Pennington,300,900,Decision,1,0,40,74,-0.013404814231555404,0.0002764926388819658,2020,15.0,USA
http://ufcstats.com/fight-details/f00921c62315be96,2020-06-20,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,Belal Muhammad,Lyman Good,"""Remember the Name""","""Cyborg""",W,L,0,0,82 of 172,81 of 172,86 of 176,84 of 175,82,172,86,176,81,172,84,175,0.4767441860465116,0.4886363636363636,0.4709302325581395,0.48,Belal Muhammad,300,900,Decision,1,0,1,2,-0.018495150033578107,-0.0074438898404639775,2020,15.0,USA
http://ufcstats.com/fight-details/9b39e15b42422a08,2020-06-20,"Las Vegas, Nevada, USA",Submission,1,2:25,3 Rnd (5-5-5),Herb Dean,Armbar From Bottom Guard,Jim Miller,Roosevelt Roberts,"""A-10""","""The Predator""",W,L,0,0,2 of 3,1 of 2,9 of 10,7 of 8,2,3,9,10,1,2,7,8,0.6666666666666666,0.9,0.5,0.875,Jim Miller,145,145,Submission,1,0,1,2,-0.005827932912503005,0.018623047482473263,2020,2.4166666666666665,USA
http://ufcstats.com/fight-details/8b9e9f283e76b429,2020-06-20,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,Raquel Pennington,Marion Reneau,"""Rocky""","""The Belizean Bruiser""",W,L,0,0,107 of 154,46 of 117,118 of 165,81 of 154,107,154,118,165,46,117,81,154,0.6948051948051948,0.7151515151515152,0.3931623931623931,0.525974025974026,Raquel Pennington,300,900,Decision,1,0,61,37,-0.002024681762565113,0.044046504890295046,2020,15.0,USA
http://ufcstats.com/fight-details/4f99b4a39925cb47,2020-06-20,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,,Josh Emmett,Shane Burgos,"""CC0""","""Hurricane""",W,L,2,0,127 of 266,128 of 250,136 of 275,148 of 270,127,266,136,275,128,250,148,270,0.4774436090225564,0.4945454545454545,0.512,0.5481481481481482,Josh Emmett,300,900,Decision,1,0,-1,-12,2.012255662566805,-0.051456104569493594,2020,15.0,USA
http://ufcstats.com/fight-details/a760d0f5de2e1aaa,2021-12-18,"Las Vegas, Nevada, USA",KO/TKO,3,3:26,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Crucifix,Don'Tale Mayes,Josh Parisian,"""Lord Kong""",,W,L,0,0,25 of 41,10 of 16,117 of 147,24 of 33,25,41,117,147,10,16,24,33,0.6097560975609756,0.7959183673469388,0.625,0.7272727272727273,Don'Tale Mayes,206,806,KO/TKO,1,0,15,93,0.005942667886822688,0.0659459461850183,2021,13.433333333333334,USA
http://ufcstats.com/fight-details/ea76a3af8c5ecc55,2021-12-18,"Las Vegas, Nevada, USA",Submission,2,2:05,3 Rnd (5-5-5),Chris Tognoni,Inverted Triangle On Ground,Jordan Leavitt,Matt Sayles,"""The Monkey King""",,W,L,0,0,9 of 20,13 of 34,22 of 37,13 of 34,9,20,22,37,13,34,13,34,0.45,0.5945945945945946,0.3823529411764705,0.3823529411764705,Jordan Leavitt,125,425,Submission,1,0,-4,9,0.018785732040669884,-0.06482311849649937,2021,7.083333333333333,USA
http://ufcstats.com/fight-details/1765fc442ea03873,2022-02-05,"Las Vegas, Nevada, USA",KO/TKO,1,1:22,3 Rnd (5-5-5),Mark Smith,"to    
      Arm Injury",Malcolm Gordon,Denys Bondar,"""X""","""Psycho""",W,L,0,0,3 of 11,4 of 5,6 of 15,4 of 5,3,11,6,15,4,5,4,5,0.2727272727272727,0.4,0.8,0.8,Malcolm Gordon,82,82,KO/TKO,1,0,-1,2,0.10587239952965684,0.008105885746415954,2022,1.3666666666666667,USA
http://ufcstats.com/fight-details/f10c2c84652ef573,2022-03-12,"Las Vegas, Nevada, USA",KO/TKO,3,0:44,3 Rnd (5-5-5),Herb Dean,Knee to Head At Distance,Tafon Nchukwi,Azamat Murzakanov,"""Da Don""","""The Professional""",L,W,0,1,43 of 98,28 of 69,50 of 105,28 of 70,43,98,50,105,28,69,28,70,0.4387755102040816,0.4761904761904761,0.4057971014492754,0.4,Azamat Murzakanov,44,644,KO/TKO,0,1,15,22,0.09967170091249618,1.0406141222870182,2022,10.733333333333333,USA
http://ufcstats.com/fight-details/342779192b116314,2022-02-05,"Las Vegas, Nevada, USA",KO/TKO,2,2:15,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance,Jason Witt,Phil Rowe,"""The Vanilla Gorilla""","""The Fresh Prince""",L,W,0,1,8 of 22,8 of 17,25 of 43,8 of 17,8,22,25,43,8,17,8,17,0.3636363636363636,0.5813953488372093,0.4705882352941176,0.4705882352941176,Phil Rowe,135,435,KO/TKO,0,1,0,17,-0.0017168745862254854,0.9460628198322085,2022,7.25,USA
http://ufcstats.com/fight-details/e82f15afac3dac93,2022-02-05,"Las Vegas, Nevada, USA",KO/TKO,1,2:57,3 Rnd (5-5-5),Mike Beltran,Punches to Head From Mount,Jailton Almeida,Danilo Marques,"""Malhadinho""",,W,L,0,0,30 of 51,0 of 0,37 of 60,2 of 2,30,51,37,60,0,0,2,2,0.5882352941176471,0.6166666666666667,0.0,1.0,Jailton Almeida,177,177,KO/TKO,1,0,30,35,0.007435180924044527,0.0024688248290594276,2022,2.95,USA
http://ufcstats.com/fight-details/8cd583f6d10692bc,2022-02-19,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,,Mario Bautista,Jay Perrin,,"""The Joker""",W,L,0,0,72 of 125,42 of 107,112 of 173,57 of 122,72,125,112,173,42,107,57,122,0.576,0.6473988439306358,0.3925233644859813,0.4672131147540984,Mario Bautista,300,900,Decision,1,0,30,55,-0.029866613001131193,0.01813359425615847,2022,15.0,USA
http://ufcstats.com/fight-details/673ed36fa5c12d5f,2022-02-05,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,Alexis Davis,Julija Stoliarenko,,,W,L,0,0,85 of 120,56 of 113,171 of 218,93 of 154,85,120,171,218,56,113,93,154,0.7083333333333334,0.7844036697247706,0.495575221238938,0.6038961038961039,Alexis Davis,300,900,Decision,1,0,29,78,-0.055034417619161585,0.012780419934925402,2022,15.0,USA
http://ufcstats.com/fight-details/fb7ebdda8658fa05,2022-04-16,"Las Vegas, Nevada, USA",KO/TKO,1,0:47,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance,Alatengheili,Kevin Croom,"""The Mongolian Knight""","""Crash""",W,L,1,0,9 of 17,2 of 12,9 of 17,2 of 12,9,17,9,17,2,12,2,12,0.5294117647058824,0.5294117647058824,0.1666666666666666,0.1666666666666666,Alatengheili,47,47,KO/TKO,1,0,7,7,1.0537612592718673,-0.07638596843200446,2022,0.7833333333333333,USA
http://ufcstats.com/fight-details/82b2b97b85c7225c,2022-03-26,"Columbus, Ohio, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chad Trukovich,,Matheus Nicolau,David Dvorak,,"""Undertaker""",W,L,1,0,36 of 81,39 of 110,46 of 94,60 of 134,36,81,46,94,39,110,60,134,0.4444444444444444,0.4893617021276595,0.3545454545454545,0.4477611940298507,Matheus Nicolau,300,900,Decision,1,0,-3,-14,0.9595096190703845,0.11506341290520128,2022,15.0,USA
http://ufcstats.com/fight-details/cae7de0873e03947,2023-07-15,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,Ashlee Evans-Smith,Ailin Perez,"""Rebel Girl""","""Fiona""",L,W,0,0,12 of 47,60 of 104,13 of 49,127 of 190,12,47,13,49,60,104,127,190,0.2553191489361702,0.2653061224489796,0.5769230769230769,0.6684210526315789,Ailin Perez,300,900,Decision,0,1,-48,-114,-0.04814860834688223,-0.04256508882637438,2023,15.0,USA
http://ufcstats.com/fight-details/d918da575ee1bc35,2023-07-22,"London, England, United Kingdom",Submission,1,3:26,3 Rnd (5-5-5),Marc Goddard,Arm Triangle From Mount,Jafel Filho,Daniel Barez,"""Pastor""",,W,L,0,1,21 of 54,18 of 30,23 of 62,18 of 30,21,54,23,62,18,30,18,30,0.3888888888888889,0.3709677419354839,0.6,0.6,Jafel Filho,206,206,Submission,1,0,3,5,-0.0019309410599691276,1.0463341330229543,2023,3.433333333333333,United Kingdom
http://ufcstats.com/fight-details/97e522591ac7eb29,2022-03-26,"Columbus, Ohio, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,,Luis Saldana,Bruno Souza,,"""The Tiger""",W,L,0,0,84 of 168,66 of 178,88 of 173,68 of 180,84,168,88,173,66,178,68,180,0.5,0.5086705202312138,0.3707865168539326,0.3777777777777777,Luis Saldana,300,900,Decision,1,0,18,20,-0.00921870766376152,-0.02089677673163419,2022,15.0,USA
http://ufcstats.com/fight-details/b65b37c0e00074d9,2023-08-26,"Kallang, Singapore",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Thomas Fan,,SeungWoo Choi,Jarno Errens,"""Sting""",,W,L,1,1,56 of 115,30 of 76,108 of 179,40 of 88,56,115,108,179,30,76,40,88,0.4869565217391304,0.6033519553072626,0.3947368421052631,0.4545454545454545,SeungWoo Choi,300,900,Decision,1,0,26,68,1.0953913890149316,1.0127004773673818,2023,15.0,Singapore
http://ufcstats.com/fight-details/8c7b5b21b3532027,2023-08-19,"Boston, Massachusetts, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,,Andrea Lee,Natalia Silva,"""KGB""",,L,W,0,0,43 of 125,70 of 174,43 of 125,70 of 174,43,125,43,125,70,174,70,174,0.344,0.344,0.4022988505747126,0.4022988505747126,Natalia Silva,300,900,Decision,0,1,-27,-27,0.01716271189481246,-0.016807099715191617,2023,15.0,USA
